Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude,Suspected,ConfnSusp,Notes
,Armenia,2020-03-01T19:53:02,1.0,0.0,0.0,40.0691,45.0382,,,
Tasmania,Australia,2020-03-02T20:53:02,1.0,0.0,0.0,-41.4545,145.9707,,,
,Belarus,2020-02-28T16:23:03,1.0,0.0,0.0,53.7098,27.9534,,,
,Cambodia,2020-02-12T07:43:02,1.0,0.0,1.0,11.55,104.9167,,,
" Montreal, QC",Canada,2020-02-28T05:23:07,1.0,0.0,0.0,45.5017,-73.5673,,,
"London, ON",Canada,2020-02-12T18:53:03,1.0,0.0,1.0,42.9849,-81.2453,,,
,Dominican Republic,2020-03-02T16:33:02,1.0,0.0,0.0,18.7357,-70.1627,,,
,Estonia,2020-02-27T16:23:03,1.0,0.0,0.0,58.5953,25.0136,,,
,Ireland,2020-03-01T07:13:07,1.0,0.0,0.0,53.1424,-7.6921,,,
,Latvia,2020-03-02T20:13:49,1.0,0.0,0.0,56.8796,24.6032,,,
,Lithuania,2020-02-28T16:23:03,1.0,0.0,0.0,55.1694,23.8813,,,
,Luxembourg,2020-03-01T07:13:07,1.0,0.0,0.0,49.8153,6.1296,,,
Tibet,Mainland China,2020-02-12T06:43:02,1.0,0.0,1.0,31.6927,88.0924,,,
,Monaco,2020-02-29T00:33:01,1.0,0.0,0.0,43.7333,7.4167,,,
,Morocco,2020-03-02T22:33:09,1.0,0.0,0.0,31.7917,-7.0926,,,
,Nepal,2020-02-12T14:43:03,1.0,0.0,1.0,28.1667,84.25,,,
,New Zealand,2020-02-28T16:23:03,1.0,0.0,0.0,-40.9006,174.886,,,
,Nigeria,2020-02-28T16:23:03,1.0,0.0,0.0,9.082,8.6753,,,
,North Macedonia,2020-02-27T16:23:03,1.0,0.0,0.0,41.6086,21.7453,,,
,Saudi Arabia,2020-03-02T23:53:02,1.0,0.0,0.0,24.0,45.0,,,
,Senegal,2020-03-02T20:23:16,1.0,0.0,0.0,14.4974,-14.4524,,,
,Sri Lanka,2020-02-08T03:43:03,1.0,0.0,1.0,7.0,81.0,,,
"Boston, MA",US,2020-02-28T21:13:12,1.0,0.0,1.0,42.3601,-71.0589,,,
"Grafton County, NH",US,2020-03-02T20:33:02,1.0,0.0,0.0,43.9088,-71.826,,,
"Hillsborough, FL",US,2020-03-02T03:13:25,1.0,0.0,0.0,27.9904,-82.3018,,,
"Humboldt County, CA",US,2020-02-21T05:13:09,1.0,0.0,0.0,40.745,-123.8695,,,
"Los Angeles, CA",US,2020-02-01T19:53:03,1.0,0.0,0.0,34.0522,-118.2437,,,
"Madison, WI",US,2020-02-05T21:53:02,1.0,0.0,0.0,43.0731,-89.4012,,,
"New York City, NY",US,2020-03-02T01:53:03,1.0,0.0,0.0,40.7128,-74.006,,,
"Orange, CA",US,2020-02-01T19:53:03,1.0,0.0,0.0,33.7879,-117.8531,,,
"Placer County, CA",US,2020-03-02T23:53:02,1.0,0.0,0.0,39.0916,-120.8039,,,
"San Antonio, TX",US,2020-02-13T18:53:02,1.0,0.0,0.0,29.4241,-98.4936,,,
"San Mateo, CA",US,2020-03-02T20:43:02,1.0,0.0,0.0,37.563,-122.3255,,,
"Sarasota, FL",US,2020-03-02T03:23:06,1.0,0.0,0.0,27.3364,-82.5307,,,
"Sonoma County, CA",US,2020-03-02T20:53:02,1.0,0.0,0.0,38.578,-122.9888,,,
"Tempe, AZ",US,2020-02-25T21:23:03,1.0,0.0,1.0,33.4255,-111.94,,,
"Umatilla, OR",US,2020-03-02T20:23:16,1.0,0.0,0.0,45.775,-118.7606,,,
From Diamond Princess,Australia,2020-02-29T02:03:10,0.0,0.0,0.0,35.4437,139.638,,,
"Lackland, TX (From Diamond Princess)",US,2020-02-24T23:33:02,0.0,0.0,0.0,29.3829,-98.6134,,,
"Omaha, NE (From Diamond Princess)",US,2020-02-24T23:33:02,0.0,0.0,0.0,41.2545,-95.9758,,,
"Travis, CA (From Diamond Princess)",US,2020-02-24T23:33:02,0.0,0.0,0.0,38.2721,-121.9399,,,
Anhui,Mainland China,1/23/20 17:00,9.0,,,,,,,
Beijing,Mainland China,1/23/20 17:00,22.0,,,,,,,
Chongqing,Mainland China,1/23/20 17:00,9.0,,,,,,,
Fujian,Mainland China,1/23/20 17:00,5.0,,,,,,,
Gansu,Mainland China,1/23/20 17:00,2.0,,,,,,,
Guangdong,Mainland China,1/23/20 17:00,32.0,,2.0,,,,,
Guangxi,Mainland China,1/23/20 17:00,5.0,,,,,,,
Guizhou,Mainland China,1/23/20 17:00,3.0,,,,,,,
Hainan,Mainland China,1/23/20 17:00,5.0,,,,,,,
Hebei,Mainland China,1/23/20 17:00,1.0,1.0,,,,,,
Heilongjiang,Mainland China,1/23/20 17:00,2.0,,,,,,,
Henan,Mainland China,1/23/20 17:00,5.0,,,,,,,
Hong Kong,Hong Kong,1/23/20 17:00,2.0,,,,,,,
Hubei,Mainland China,1/23/20 17:00,444.0,17.0,28.0,,,,,
Hunan,Mainland China,1/23/20 17:00,9.0,,,,,,,
Inner Mongolia,Mainland China,1/23/20 17:00,,,,,,,,
Jiangsu,Mainland China,1/23/20 17:00,5.0,,,,,,,
Jiangxi,Mainland China,1/23/20 17:00,7.0,,,,,,,
Jilin,Mainland China,1/23/20 17:00,1.0,,,,,,,
Liaoning,Mainland China,1/23/20 17:00,3.0,,,,,,,
Macau,Macau,1/23/20 17:00,2.0,,,,,,,
Ningxia,Mainland China,1/23/20 17:00,1.0,,,,,,,
Qinghai,Mainland China,1/23/20 17:00,,,,,,,,
Shaanxi,Mainland China,1/23/20 17:00,3.0,,,,,,,
Shandong,Mainland China,1/23/20 17:00,6.0,,,,,,,
Shanghai,Mainland China,1/23/20 17:00,16.0,,,,,,,
Shanxi,Mainland China,1/23/20 17:00,1.0,,,,,,,
Sichuan,Mainland China,1/23/20 17:00,8.0,,,,,,,
Taiwan,Taiwan,1/23/20 17:00,1.0,,,,,,,
Tianjin,Mainland China,1/23/20 17:00,4.0,,,,,,,
Tibet,Mainland China,1/23/20 17:00,,,,,,,,
Washington,US,1/23/20 17:00,1.0,,,,,,,
Xinjiang,Mainland China,1/23/20 17:00,2.0,,,,,,,
Yunnan,Mainland China,1/23/20 17:00,2.0,,,,,,,
Zhejiang,Mainland China,1/23/20 17:00,27.0,,,,,,,
,Japan,1/23/20 17:00,1.0,,,,,,,
,Thailand,1/23/20 17:00,3.0,,,,,,,
,South Korea,1/23/20 17:00,1.0,,,,,,,
,Singapore,1/23/20 17:00,1.0,,,,,,,
,Philippines,1/23/20 17:00,,,,,,,,
,Malaysia,1/23/20 17:00,,,,,,,,
,Vietnam,1/23/20 17:00,2.0,,,,,,,
,Australia,1/23/20 17:00,,,,,,,,
,Mexico,1/23/20 17:00,,,,,,,,
,Brazil,1/23/20 17:00,,,,,,,,
,Colombia,1/23/20 17:00,,,,,,,,
Hubei,Mainland China,1/29/20 19:30,3554.0,125.0,88.0,,,,,
Zhejiang,Mainland China,1/29/20 19:30,296.0,,3.0,,,,,
Guangdong,Mainland China,1/29/20 19:30,277.0,,5.0,,,,,
Hunan,Mainland China,1/29/20 19:30,221.0,,,,,,,
Henan,Mainland China,1/29/20 19:30,206.0,2.0,1.0,,,,,
Anhui,Mainland China,1/29/20 19:30,152.0,,2.0,,,,,
Chongqing,Mainland China,1/29/20 19:30,147.0,,1.0,,,,,
Shandong,Mainland China,1/29/20 19:30,130.0,,1.0,,,,,
Beijing,Mainland China,1/29/20 19:30,111.0,1.0,4.0,,,,,
Jiangxi,Mainland China,1/29/20 19:30,109.0,,3.0,,,,,
Sichuan,Mainland China,1/29/20 19:30,108.0,1.0,1.0,,,,,
Jiangsu,Mainland China,1/29/20 19:30,99.0,,1.0,,,,,
Shanghai,Mainland China,1/29/20 19:30,96.0,1.0,5.0,,,,,
Fujian,Mainland China,1/29/20 19:30,84.0,,,,,,,
Guangxi,Mainland China,1/29/20 19:30,58.0,,2.0,,,,,
Shaanxi,Mainland China,1/29/20 19:30,56.0,,,,,,,
Yunnan,Mainland China,1/29/20 19:30,55.0,,,,,,,
Hebei,Mainland China,1/29/20 19:30,48.0,1.0,,,,,,
Hainan,Mainland China,1/29/20 19:30,43.0,1.0,,,,,,
Liaoning,Mainland China,1/29/20 19:30,39.0,,1.0,,,,,
Heilongjiang,Mainland China,1/29/20 19:30,38.0,1.0,,,,,,
Tianjin,Mainland China,1/29/20 19:30,27.0,,,,,,,
Shanxi,Mainland China,1/29/20 19:30,27.0,,1.0,,,,,
Gansu,Mainland China,1/29/20 19:30,24.0,,,,,,,
Inner Mongolia,Mainland China,1/29/20 19:30,16.0,,,,,,,
Xinjiang,Mainland China,1/29/20 19:30,13.0,,,,,,,
Ningxia,Mainland China,1/29/20 19:30,12.0,,,,,,,
Hong Kong,Hong Kong,1/29/20 19:30,10.0,,,,,,,
Guizhou,Mainland China,1/29/20 19:30,9.0,,1.0,,,,,
Jilin,Mainland China,1/29/20 19:30,9.0,,,,,,,
Taiwan,Taiwan,1/29/20 19:30,8.0,,,,,,,
Macau,Macau,1/29/20 19:30,7.0,,,,,,,
Qinghai,Mainland China,1/29/20 19:30,6.0,,,,,,,
Washington,US,1/29/20 19:30,1.0,,,,,,,
Illinois,US,1/29/20 19:30,1.0,,,,,,,
California,US,1/29/20 19:30,2.0,,,,,,,
Arizona,US,1/29/20 19:30,1.0,,,,,,,
,Japan,1/29/20 19:30,7.0,,1.0,,,,,
,Thailand,1/29/20 19:30,14.0,,5.0,,,,,
,South Korea,1/29/20 19:30,4.0,,,,,,,
,Singapore,1/29/20 19:30,7.0,,,,,,,
,Vietnam,1/29/20 19:30,2.0,,,,,,,
,France,1/29/20 19:30,5.0,,,,,,,
,Nepal,1/29/20 19:30,1.0,,,,,,,
,Malaysia,1/29/20 19:30,7.0,,,,,,,
Ontario,Canada,1/29/20 19:30,1.0,,,,,,,
British Columbia,Canada,1/29/20 19:30,1.0,,,,,,,
,Cambodia,1/29/20 19:30,1.0,,,,,,,
,Sri Lanka,1/29/20 19:30,1.0,,,,,,,
New South Wales,Australia,1/29/20 19:30,4.0,,,,,,,
Victoria,Australia,1/29/20 19:30,1.0,,,,,,,
Bavaria,Germany,1/29/20 19:30,4.0,,,,,,,
,Finland,1/29/20 19:30,1.0,,,,,,,
,United Arab Emirates,1/29/20 19:30,4.0,,,,,,,
Hubei,Mainland China,1/28/20 23:00,3554.0,125.0,80.0,,,,,
Guangdong,Mainland China,1/28/20 23:00,207.0,,4.0,,,,,
Zhejiang,Mainland China,1/28/20 23:00,173.0,,3.0,,,,,
Henan,Mainland China,1/28/20 23:00,168.0,1.0,,,,,,
Hunan,Mainland China,1/28/20 23:00,143.0,,,,,,,
Chongqing,Mainland China,1/28/20 23:00,132.0,,,,,,,
Jiangxi,Mainland China,1/28/20 23:00,109.0,,3.0,,,,,
Anhui,Mainland China,1/28/20 23:00,106.0,,,,,,,
Shandong,Mainland China,1/28/20 23:00,95.0,,,,,,,
Beijing,Mainland China,1/28/20 23:00,91.0,1.0,4.0,,,,,
Sichuan,Mainland China,1/28/20 23:00,90.0,,,,,,,
Fujian,Mainland China,1/28/20 23:00,80.0,,,,,,,
Jiangsu,Mainland China,1/28/20 23:00,70.0,,1.0,,,,,
Shanghai,Mainland China,1/28/20 23:00,66.0,1.0,4.0,,,,,
Guangxi,Mainland China,1/28/20 23:00,51.0,,2.0,,,,,
Shaanxi,Mainland China,1/28/20 23:00,46.0,,,,,,,
Yunnan,Mainland China,1/28/20 23:00,44.0,,,,,,,
Hainan,Mainland China,1/28/20 23:00,40.0,1.0,,,,,,
Liaoning,Mainland China,1/28/20 23:00,34.0,,,,,,,
Hebei,Mainland China,1/28/20 23:00,33.0,1.0,,,,,,
Heilongjiang,Mainland China,1/28/20 23:00,33.0,1.0,,,,,,
Shanxi,Mainland China,1/28/20 23:00,27.0,,,,,,,
Tianjin,Mainland China,1/28/20 23:00,24.0,,,,,,,
Gansu,Mainland China,1/28/20 23:00,19.0,,,,,,,
Inner Mongolia,Mainland China,1/28/20 23:00,15.0,,,,,,,
Ningxia,Mainland China,1/28/20 23:00,11.0,,,,,,,
Xinjiang,Mainland China,1/28/20 23:00,10.0,,,,,,,
Guizhou,Mainland China,1/28/20 23:00,9.0,,,,,,,
Jilin,Mainland China,1/28/20 23:00,8.0,,,,,,,
Taiwan,Taiwan,1/28/20 23:00,8.0,,,,,,,
Hong Kong,Hong Kong,1/28/20 23:00,8.0,,,,,,,
Macau,Macau,1/28/20 23:00,7.0,,,,,,,
Qinghai,Mainland China,1/28/20 23:00,6.0,,,,,,,
Washington,US,1/28/20 23:00,1.0,,,,,,,
Illinois,US,1/28/20 23:00,1.0,,,,,,,
California,US,1/28/20 23:00,2.0,,,,,,,
Arizona,US,1/28/20 23:00,1.0,,,,,,,
,Japan,1/28/20 23:00,7.0,,1.0,,,,,
,Thailand,1/28/20 23:00,14.0,,5.0,,,,,
,South Korea,1/28/20 23:00,4.0,,,,,,,
,Singapore,1/28/20 23:00,7.0,,,,,,,
,Vietnam,1/28/20 23:00,2.0,,,,,,,
,France,1/28/20 23:00,4.0,,,,,,,
,Nepal,1/28/20 23:00,1.0,,,,,,,
,Malaysia,1/28/20 23:00,4.0,,,,,,,
Ontario,Canada,1/28/20 23:00,1.0,,,,,,,
British Columbia,Canada,1/28/20 23:00,1.0,,,,,,,
,Cambodia,1/28/20 23:00,1.0,,,,,,,
,Sri Lanka,1/28/20 23:00,1.0,,,,,,,
New South Wales,Australia,1/28/20 23:00,4.0,,,,,,,
Victoria,Australia,1/28/20 23:00,1.0,,,,,,,
Bavaria,Germany,1/28/20 23:00,4.0,,,,,,,
Hubei,Mainland China,2020-02-25T15:23:04,64786.0,2563.0,18971.0,,,,,
Guangdong,Mainland China,2020-02-25T08:53:02,1347.0,7.0,822.0,,,,,
Henan,Mainland China,2020-02-25T12:43:02,1271.0,19.0,1002.0,,,,,
Zhejiang,Mainland China,2020-02-25T09:13:05,1205.0,1.0,808.0,,,,,
Hunan,Mainland China,2020-02-25T15:03:05,1016.0,4.0,768.0,,,,,
Anhui,Mainland China,2020-02-25T06:33:02,989.0,6.0,712.0,,,,,
,South Korea,2020-02-25T08:13:19,977.0,10.0,22.0,,,,,
Jiangxi,Mainland China,2020-02-25T15:03:05,934.0,1.0,683.0,,,,,
Shandong,Mainland China,2020-02-25T12:53:02,756.0,6.0,355.0,,,,,
Diamond Princess cruise ship,Others,2020-02-23T22:33:03,691.0,3.0,0.0,,,,,
Jiangsu,Mainland China,2020-02-25T00:53:02,631.0,0.0,458.0,,,,,
Chongqing,Mainland China,2020-02-25T23:23:03,576.0,6.0,372.0,,,,,
Sichuan,Mainland China,2020-02-25T15:03:05,529.0,3.0,289.0,,,,,
Heilongjiang,Mainland China,2020-02-25T15:23:04,480.0,12.0,243.0,,,,,
Beijing,Mainland China,2020-02-25T01:33:02,400.0,4.0,215.0,,,,,
Shanghai,Mainland China,2020-02-25T06:33:02,336.0,3.0,268.0,,,,,
,Italy,2020-02-25T18:55:32,322.0,10.0,1.0,,,,,
Hebei,Mainland China,2020-02-25T12:43:02,311.0,6.0,248.0,,,,,
Fujian,Mainland China,2020-02-25T10:03:07,294.0,1.0,199.0,,,,,
Guangxi,Mainland China,2020-02-25T10:03:07,252.0,2.0,134.0,,,,,
Shaanxi,Mainland China,2020-02-25T15:23:04,245.0,1.0,186.0,,,,,
Yunnan,Mainland China,2020-02-25T04:53:02,174.0,2.0,129.0,,,,,
,Japan,2020-02-25T14:53:03,170.0,1.0,22.0,,,,,
Hainan,Mainland China,2020-02-25T12:53:02,168.0,5.0,124.0,,,,,
Guizhou,Mainland China,2020-02-25T08:03:07,146.0,2.0,104.0,,,,,
Tianjin,Mainland China,2020-02-25T15:23:04,135.0,3.0,91.0,,,,,
Shanxi,Mainland China,2020-02-25T23:13:03,133.0,0.0,98.0,,,,,
Liaoning,Mainland China,2020-02-25T00:23:03,121.0,1.0,83.0,,,,,
,Iran,2020-02-25T14:53:03,95.0,16.0,0.0,,,,,
Jilin,Mainland China,2020-02-25T15:23:04,93.0,1.0,63.0,,,,,
Gansu,Mainland China,2020-02-24T15:13:07,91.0,2.0,80.0,,,,,
,Singapore,2020-02-25T18:55:32,91.0,0.0,53.0,,,,,
Hong Kong,Hong Kong,2020-02-25T09:43:02,84.0,2.0,19.0,,,,,
Xinjiang,Mainland China,2020-02-24T15:03:05,76.0,2.0,30.0,,,,,
Inner Mongolia,Mainland China,2020-02-25T23:53:02,75.0,0.0,35.0,,,,,
Ningxia,Mainland China,2020-02-25T03:53:02,71.0,0.0,61.0,,,,,
,Thailand,2020-02-25T08:53:02,37.0,0.0,22.0,,,,,
Unassigned Location (From Diamond Princess),US,2020-02-25T21:23:03,36.0,0.0,0.0,,,,,
Taiwan,Taiwan,2020-02-25T06:53:02,31.0,1.0,5.0,,,,,
,Bahrain,2020-02-25T18:55:32,23.0,0.0,0.0,,,,,
,Malaysia,2020-02-24T11:53:02,22.0,0.0,18.0,,,,,
Qinghai,Mainland China,2020-02-21T04:43:02,18.0,0.0,18.0,,,,,
,Germany,2020-02-25T21:33:02,17.0,0.0,14.0,,,,,
,Vietnam,2020-02-25T08:53:02,16.0,0.0,16.0,,,,,
,France,2020-02-25T21:23:03,14.0,1.0,11.0,,,,,
,UK,2020-02-24T08:33:02,13.0,0.0,8.0,,,,,
,United Arab Emirates,2020-02-22T14:53:02,13.0,0.0,4.0,,,,,
,Kuwait,2020-02-25T23:43:03,11.0,0.0,0.0,,,,,
Macau,Macau,2020-02-25T15:23:04,10.0,0.0,7.0,,,,,
From Diamond Princess,Australia,2020-02-22T17:03:05,7.0,0.0,0.0,,,,,
British Columbia,Canada,2020-02-25T02:23:05,7.0,0.0,0.0,,,,,
,Spain,2020-02-25T21:33:02,6.0,0.0,2.0,,,,,
Queensland,Australia,2020-02-21T05:43:02,5.0,0.0,1.0,,,,,
New South Wales,Australia,2020-02-13T17:53:03,4.0,0.0,4.0,,,,,
Victoria,Australia,2020-02-13T17:53:03,4.0,0.0,4.0,,,,,
"Toronto, ON",Canada,2020-02-24T14:43:03,3.0,0.0,2.0,,,,,
,India,2020-02-16T07:43:02,3.0,0.0,3.0,,,,,
,Philippines,2020-02-12T07:43:02,3.0,1.0,1.0,,,,,
South Australia,Australia,2020-02-17T08:13:09,2.0,0.0,2.0,,,,,
None,Austria,2020-02-25T18:55:32,2.0,0.0,0.0,,,,,
,Oman,2020-02-25T01:13:09,2.0,0.0,0.0,,,,,
,Russia,2020-02-12T14:43:03,2.0,0.0,2.0,,,,,
"Chicago, IL",US,2020-02-09T19:03:03,2.0,0.0,2.0,,,,,
"San Benito, CA",US,2020-02-03T03:53:02,2.0,0.0,0.0,,,,,
"San Diego County, CA",US,2020-02-21T05:43:02,2.0,0.0,1.0,,,,,
"Santa Clara, CA",US,2020-02-21T05:23:04,2.0,0.0,1.0,,,,,
,Afghanistan,2020-02-24T23:33:02,1.0,0.0,0.0,,,,,
,Algeria,2020-02-25T23:43:03,1.0,0.0,0.0,,,,,
,Belgium,2020-02-17T04:23:06,1.0,0.0,1.0,,,,,
,Cambodia,2020-02-12T07:43:02,1.0,0.0,1.0,,,,,
"London, ON",Canada,2020-02-12T18:53:03,1.0,0.0,1.0,,,,,
,Croatia,2020-02-25T18:55:32,1.0,0.0,0.0,,,,,
,Egypt,2020-02-21T18:53:02,1.0,0.0,0.0,,,,,
,Finland,2020-02-12T00:03:12,1.0,0.0,1.0,,,,,
,Iraq,2020-02-24T23:33:02,1.0,0.0,0.0,,,,,
From Diamond Princess,Israel,2020-02-22T20:53:02,1.0,0.0,0.0,,,,,
,Lebanon,2020-02-22T20:53:02,1.0,0.0,0.0,,,,,
Tibet,Mainland China,2020-02-12T06:43:02,1.0,0.0,1.0,,,,,
,Nepal,2020-02-12T14:43:03,1.0,0.0,1.0,,,,,
,Sri Lanka,2020-02-08T03:43:03,1.0,0.0,1.0,,,,,
,Sweden,2020-02-01T02:13:26,1.0,0.0,0.0,,,,,
,Switzerland,2020-02-25T19:13:21,1.0,0.0,0.0,,,,,
"Boston, MA",US,2020-02-01T19:43:03,1.0,0.0,0.0,,,,,
"Humboldt County, CA",US,2020-02-21T05:13:09,1.0,0.0,0.0,,,,,
"Los Angeles, CA",US,2020-02-01T19:53:03,1.0,0.0,0.0,,,,,
"Madison, WI",US,2020-02-05T21:53:02,1.0,0.0,0.0,,,,,
"Orange, CA",US,2020-02-01T19:53:03,1.0,0.0,0.0,,,,,
"Sacramento County, CA",US,2020-02-21T23:13:16,1.0,0.0,0.0,,,,,
"San Antonio, TX",US,2020-02-13T18:53:02,1.0,0.0,0.0,,,,,
"Seattle, WA",US,2020-02-09T07:03:04,1.0,0.0,1.0,,,,,
"Tempe, AZ",US,2020-02-25T21:23:03,1.0,0.0,1.0,,,,,
"Lackland, TX (From Diamond Princess)",US,2020-02-24T23:33:02,0.0,0.0,0.0,,,,,
"Omaha, NE (From Diamond Princess)",US,2020-02-24T23:33:02,0.0,0.0,0.0,,,,,
"Travis, CA (From Diamond Princess)",US,2020-02-24T23:33:02,0.0,0.0,0.0,,,,,
Hubei,Mainland China,2020-02-07T23:43:02,24953.0,699.0,1115.0,,,,,
Guangdong,Mainland China,2020-02-07T10:13:06,1034.0,1.0,88.0,,,,,
Zhejiang,Mainland China,2020-02-07T11:33:11,1006.0,0.0,123.0,,,,,
Henan,Mainland China,2020-02-07T14:03:12,914.0,3.0,86.0,,,,,
Hunan,Mainland China,2020-02-07T11:33:11,772.0,0.0,112.0,,,,,
Anhui,Mainland China,2020-02-07T05:13:07,665.0,0.0,47.0,,,,,
Jiangxi,Mainland China,2020-02-07T01:23:02,661.0,0.0,45.0,,,,,
Chongqing,Mainland China,2020-02-07T23:33:02,426.0,2.0,31.0,,,,,
Jiangsu,Mainland China,2020-02-07T14:03:12,408.0,0.0,43.0,,,,,
Shandong,Mainland China,2020-02-07T11:33:11,386.0,0.0,37.0,,,,,
Sichuan,Mainland China,2020-02-07T08:23:09,344.0,1.0,42.0,,,,,
Beijing,Mainland China,2020-02-07T03:23:02,297.0,1.0,33.0,,,,,
Heilongjiang,Mainland China,2020-02-07T07:43:02,277.0,3.0,12.0,,,,,
Shanghai,Mainland China,2020-02-07T06:14:15,277.0,1.0,30.0,,,,,
Fujian,Mainland China,2020-02-07T13:23:03,224.0,0.0,20.0,,,,,
Shaanxi,Mainland China,2020-02-07T08:23:09,184.0,0.0,17.0,,,,,
Guangxi,Mainland China,2020-02-07T00:33:02,172.0,0.0,17.0,,,,,
Hebei,Mainland China,2020-02-07T12:03:04,172.0,1.0,22.0,,,,,
Yunnan,Mainland China,2020-02-07T23:23:04,138.0,0.0,12.0,,,,,
Hainan,Mainland China,2020-02-07T12:33:02,117.0,2.0,10.0,,,,,
Shanxi,Mainland China,2020-02-07T23:43:02,104.0,0.0,15.0,,,,,
Liaoning,Mainland China,2020-02-07T15:33:03,99.0,0.0,7.0,,,,,
Guizhou,Mainland China,2020-02-07T11:13:07,81.0,1.0,6.0,,,,,
Tianjin,Mainland China,2020-02-07T05:43:03,81.0,1.0,2.0,,,,,
Gansu,Mainland China,2020-02-07T02:33:06,67.0,0.0,9.0,,,,,
Jilin,Mainland China,2020-02-07T00:43:02,65.0,1.0,4.0,,,,,
Cruise Ship,Others,2020-02-07T16:33:03,61.0,0.0,0.0,,,,,
Inner Mongolia,Mainland China,2020-02-07T11:13:07,50.0,0.0,5.0,,,,,
Ningxia,Mainland China,2020-02-07T11:13:07,43.0,0.0,5.0,,,,,
Xinjiang,Mainland China,2020-02-07T01:43:02,39.0,0.0,0.0,,,,,
,Singapore,2020-02-07T03:03:03,30.0,0.0,0.0,,,,,
Hong Kong,Hong Kong,2020-02-07T11:53:02,25.0,1.0,0.0,,,,,
,Japan,2020-02-07T04:13:20,25.0,0.0,1.0,,,,,
,Thailand,2020-02-04T15:33:03,25.0,0.0,5.0,,,,,
,South Korea,2020-02-07T03:03:03,24.0,0.0,1.0,,,,,
Qinghai,Mainland China,2020-02-06T02:13:15,18.0,0.0,3.0,,,,,
Taiwan,Taiwan,2020-02-06T15:03:04,16.0,0.0,1.0,,,,,
,Germany,2020-02-07T16:33:03,13.0,0.0,0.0,,,,,
,Malaysia,2020-02-07T09:13:21,12.0,0.0,1.0,,,,,
Macau,Macau,2020-02-06T14:23:04,10.0,0.0,1.0,,,,,
,Vietnam,2020-02-06T01:13:08,10.0,0.0,1.0,,,,,
,France,2020-02-01T01:52:40,6.0,0.0,0.0,,,,,
Queensland,Australia,2020-02-07T01:03:02,5.0,0.0,0.0,,,,,
,United Arab Emirates,2020-02-02T05:43:01,5.0,0.0,0.0,,,,,
New South Wales,Australia,2020-02-06T03:13:22,4.0,0.0,2.0,,,,,
Victoria,Australia,2020-02-01T18:12:49,4.0,0.0,0.0,,,,,
British Columbia,Canada,2020-02-07T05:43:03,4.0,0.0,0.0,,,,,
,India,2020-02-03T21:43:02,3.0,0.0,0.0,,,,,
,Italy,2020-02-07T17:53:02,3.0,0.0,0.0,,,,,
,Philippines,2020-02-07T16:43:04,3.0,1.0,0.0,,,,,
,UK,2020-02-07T18:33:02,3.0,0.0,0.0,,,,,
South Australia,Australia,2020-02-02T22:33:07,2.0,0.0,0.0,,,,,
"Toronto, ON",Canada,2020-02-04T00:13:06,2.0,0.0,0.0,,,,,
,Russia,2020-01-31T16:13:45,2.0,0.0,0.0,,,,,
"Chicago, IL",US,2020-02-01T19:43:03,2.0,0.0,0.0,,,,,
"San Benito, CA",US,2020-02-03T03:53:02,2.0,0.0,0.0,,,,,
"Santa Clara, CA",US,2020-02-03T00:43:02,2.0,0.0,0.0,,,,,
,Belgium,2020-02-04T15:43:02,1.0,0.0,0.0,,,,,
,Cambodia,2020-01-31T08:15:53,1.0,0.0,0.0,,,,,
"London, ON",Canada,2020-02-04T00:03:11,1.0,0.0,0.0,,,,,
,Finland,2020-01-31T08:15:53,1.0,0.0,0.0,,,,,
Tibet,Mainland China,2020-02-01T01:52:40,1.0,0.0,0.0,,,,,
,Nepal,2020-01-31T08:15:53,1.0,0.0,0.0,,,,,
,Spain,2020-02-01T23:43:02,1.0,0.0,0.0,,,,,
,Sri Lanka,2020-01-31T08:15:53,1.0,0.0,0.0,,,,,
,Sweden,2020-02-01T02:13:26,1.0,0.0,0.0,,,,,
"Boston, MA",US,2020-02-01T19:43:03,1.0,0.0,0.0,,,,,
"Los Angeles, CA",US,2020-02-01T19:53:03,1.0,0.0,0.0,,,,,
"Madison, WI",US,2020-02-05T21:53:02,1.0,0.0,0.0,,,,,
"Orange, CA",US,2020-02-01T19:53:03,1.0,0.0,0.0,,,,,
"Seattle, WA",US,2020-02-01T19:43:03,1.0,0.0,0.0,,,,,
"Tempe, AZ",US,2020-02-01T19:43:03,1.0,0.0,0.0,,,,,
Hubei,Mainland China,2020-02-02T23:43:02,11177.0,350.0,295.0,,,,,
Zhejiang,Mainland China,2020-02-02T18:03:05,661.0,0.0,32.0,,,,,
Guangdong,Mainland China,2020-02-02T18:03:05,632.0,0.0,15.0,,,,,
Henan,Mainland China,2020-02-02T18:03:05,493.0,2.0,10.0,,,,,
Hunan,Mainland China,2020-02-02T18:03:05,463.0,0.0,16.0,,,,,
Anhui,Mainland China,2020-02-02T18:03:05,340.0,0.0,7.0,,,,,
Jiangxi,Mainland China,2020-02-02T18:03:05,333.0,0.0,12.0,,,,,
Chongqing,Mainland China,2020-02-02T23:33:02,300.0,2.0,7.0,,,,,
Jiangsu,Mainland China,2020-02-02T18:03:05,236.0,0.0,7.0,,,,,
Sichuan,Mainland China,2020-02-02T18:03:05,231.0,1.0,11.0,,,,,
